County,Quarterly,January,February,March,Total,Average,March,Total
"Otsego County, New York","1,404","18,198","18,479","18,703","200,904,664",837,0.94,0.92
"Putnam County, New York","2,973","20,866","20,837","20,930","256,256,926",944,0.95,0.86
"Queens County, New York","51,917","582,180","583,961","587,498","7,713,133,450","1,015",0.97,0.89
"Rensselaer County, New York","3,117","41,305","41,586","41,937","618,227,022","1,143",0.92,0.93
"Richmond County, New York","9,580","102,155","101,875","102,144","1,202,641,782",906,0.96,0.85
"Rockland County, New York","10,589","108,579","108,591","108,584","1,431,215,012","1,014",1.01,0.94
"St. Lawrence County, New York","1,872","24,437","24,777","24,561","270,974,684",848,0.82,0.76
"Saratoga County, New York","5,754","74,281","73,833","73,964","998,502,634","1,038",1,1
"Schenectady County, New York","3,299","51,570","51,009","51,138","740,696,458","1,112",0.98,0.96
"Schoharie County, New York",602,"5,797","5,861","6,038","52,860,669",689,0.81,0.71
"Schuyler County, New York",371,"3,472","3,453","3,450","33,569,879",747,0.89,0.86
"Seneca County, New York",673,"9,217","9,134","9,199","132,752,012","1,112",0.89,0.88
"Steuben County, New York","1,901","28,661","28,615","28,733","540,485,835","1,450",0.92,0.99
"Suffolk County, New York","51,827","539,559","537,579","544,044","7,908,411,118","1,126",0.98,0.93
"Sullivan County, New York","1,860","22,148","22,032","22,063","217,017,327",756,0.92,0.83
"Tioga County, New York",812,"10,475","10,403","10,417","153,436,893","1,131",0.93,0.97
"Tompkins County, New York","2,522","42,852","43,759","43,809","584,560,505","1,034",1.03,1.03
"Ulster County, New York","5,016","45,654","45,749","46,082","454,670,355",763,0.91,0.8
"Warren County, New York","2,313","30,925","30,945","30,901","356,083,363",886,1.01,1
"Washington County, New York","1,072","9,985","10,013","9,920","105,017,678",810,0.77,0.72
"Wayne County, New York","1,888","19,854","19,826","19,975","227,550,216",880,0.85,0.84
"Westchester County, New York","35,269","362,490","364,024","366,060","7,542,880,174","1,593",1.01,1
"Wyoming County, New York",814,"8,938","8,943","8,982","90,353,283",776,0.8,0.7
"Yates County, New York",576,"5,138","5,637","5,731","48,092,509",672,0.97,0.89
"Unknown Or Undefined, New York","45,820","153,980","156,093","158,319","4,125,265,008","2,032",1.16,1.15
"Alamance County, North Carolina","3,455","54,760","55,016","55,179","579,973,350",811,1.04,1.03
"Alexander County, North Carolina",549,"7,289","7,373","7,445","60,907,017",636,0.93,0.86
"Alleghany County, North Carolina",276,"2,421","2,457","2,455","18,787,250",591,0.94,0.89
"Anson County, North Carolina",412,"5,217","5,150","5,173","43,433,886",645,0.85,0.81
"Ashe County, North Carolina",607,"5,849","5,810","5,905","52,202,633",686,0.98,0.95
"Avery County, North Carolina",561,"4,959","4,940","4,847","38,382,692",601,0.9,0.85
"Beaufort County, North Carolina","1,130","12,229","12,183","12,202","123,613,552",779,0.93,0.92
"Bertie County, North Carolina",260,"4,278","4,325","4,310","32,273,487",577,0.88,0.8
"Bladen County, North Carolina",549,"10,809","10,930","11,032","102,310,642",720,0.98,0.95
"Brunswick County, North Carolina","2,851","25,790","26,310","27,391","284,881,447",827,0.98,0.96
"Buncombe County, North Carolina","9,422","116,737","117,587","118,406","1,266,563,702",829,1.04,1
"Burke County, North Carolina","1,383","22,451","22,538","22,532","200,905,959",687,0.9,0.86
"Cabarrus County, North Carolina","4,629","61,161","61,459","61,623","612,488,298",767,0.95,0.88
"Caldwell County, North Carolina","1,304","20,842","20,814","21,013","230,451,040",849,0.98,0.99
"Camden County, North Carolina",158,700,689,696,"5,935,392",657,0.69,0.66
"Carteret County, North Carolina","2,133","17,303","17,577","17,971","146,243,248",639,0.93,0.85
"Caswell County, North Carolina",256,"1,762","1,755","1,755","15,453,376",676,0.69,0.67
"Catawba County, North Carolina","4,324","78,598","78,753","78,881","871,700,880",852,1.05,1.03
"Chatham County, North Carolina","1,467","12,422","12,487","12,617","119,916,252",737,0.98,0.95
"Cherokee County, North Carolina",662,"6,327","6,429","6,550","51,623,941",617,0.95,0.89
"Chowan County, North Carolina",352,"3,445","3,450","3,407","28,654,131",642,0.88,0.81
"Clay County, North Carolina",243,"1,469","1,469","1,493","11,716,494",610,0.87,0.83
"Cleveland County, North Carolina","1,903","28,609","28,903","28,478","289,275,851",776,0.95,0.91
"Columbus County, North Carolina",990,"11,517","11,573","11,731","102,045,711",676,0.91,0.87
"Craven County, North Carolina","2,184","26,535","26,716","26,863","260,113,947",749,0.8,0.71
"Cumberland County, North Carolina","5,919","82,510","82,850","83,016","778,842,984",724,0.81,0.69
"Currituck County, North Carolina",701,"4,867","4,899","5,141","44,029,552",682,0.94,0.89
"Dare County, North Carolina","1,927","12,706","12,740","13,685","104,997,815",619,0.94,0.84
"Davidson County, North Carolina","2,751","37,489","37,792","37,774","380,353,486",776,1.01,1
"Davie County, North Carolina",856,"11,067","11,223","11,258","104,090,114",716,1.02,1
"Duplin County, North Carolina","1,027","15,099","15,242","15,303","138,156,513",698,0.96,0.93
"Durham County, North Carolina","8,533","186,894","188,069","187,469","3,699,030,795","1,518",1.06,1.07
"Edgecombe County, North Carolina",840,"11,358","11,262","11,316","99,987,140",680,0.84,0.79
"Forsyth County, North Carolina","9,151","169,895","170,248","170,298","2,388,350,309","1,080",1.06,1.06
"Franklin County, North Carolina","1,133","9,671","9,817","9,899","103,763,730",815,0.96,0.95
"Gaston County, North Carolina","4,218","64,885","64,966","65,157","666,339,037",789,1.02,1
"Gates County, North Carolina",140,931,"1,007","1,000","8,070,995",634,0.76,0.74
"Graham County, North Carolina",169,"1,594","1,547","1,620","12,590,929",610,0.89,0.85
"Granville County, North Carolina",889,"13,330","13,296","13,230","137,886,666",798,0.74,0.67
"Greene County, North Carolina",295,"2,431","2,456","2,446","18,908,169",595,0.68,0.59
"Guilford County, North Carolina","14,305","251,553","252,039","252,974","3,144,471,045",959,1.05,1.03
"Halifax County, North Carolina",918,"11,663","11,748","11,822","94,498,730",619,0.88,0.82
"Harnett County, North Carolina","1,698","19,817","19,975","19,923","168,905,153",653,0.92,0.86
"Haywood County, North Carolina","1,489","14,884","15,048","14,824","135,379,320",698,0.98,0.96
"Henderson County, North Carolina","3,068","33,532","33,617","33,775","326,852,331",747,1.01,0.97
"Hertford County, North Carolina",441,"7,075","7,056","7,140","71,551,861",776,0.92,0.91
"Hoke County, North Carolina",500,"6,034","6,008","6,021","49,200,749",629,0.82,0.76
"Hyde County, North Carolina",182,957,947,955,"7,597,493",613,0.71,0.65
"Iredell County, North Carolina","5,340","65,624","65,992","66,543","825,480,493",961,1.04,1.04
"Jackson County, North Carolina","1,011","9,160","9,301","9,420","74,014,644",613,0.81,0.71
"Johnston County, North Carolina","3,518","39,740","39,891","40,132","433,760,036",836,0.94,0.94
"Jones County, North Carolina",177,"1,047","1,068","1,058","8,675,980",631,0.77,0.73
"Lee County, North Carolina","1,365","22,181","22,268","22,463","239,120,099",825,1.02,1.02
"Lenoir County, North Carolina","1,227","22,824","22,888","22,790","220,811,811",744,0.94,0.93
"Lincoln County, North Carolina","1,795","19,687","19,901","20,069","210,356,170",814,0.99,0.96
"McDowell County, North Carolina",754,"13,143","13,220","13,267","123,369,299",718,0.99,0.97
"Macon County, North Carolina","1,154","9,093","9,021","9,067","75,766,552",643,0.98,0.95
"Madison County, North Carolina",371,"2,911","3,029","3,006","25,686,976",663,0.89,0.88
"Martin County, North Carolina",446,"4,957","4,933","4,926","36,644,714",571,0.9,0.85
"Mecklenburg County, North Carolina","38,137","622,506","626,552","629,431","12,742,166,586","1,565",1.05,1.06
"Mitchell County, North Carolina",343,"3,715","3,748","3,774","37,051,582",761,0.95,0.96
"Montgomery County, North Carolina",470,"7,503","7,560","7,577","69,884,409",712,0.97,0.94
"Moore County, North Carolina","2,499","31,701","31,814","32,093","316,352,853",764,1.03,1.02
"Nash County, North Carolina","2,074","34,657","34,681","34,298","366,047,932",815,0.99,0.99
"New Hanover County, North Carolina","8,320","94,213","95,161","95,540","1,088,525,701",882,0.97,0.93
"Northampton County, North Carolina",274,"4,236","4,298","4,405","40,650,891",725,0.94,0.93
"Onslow County, North Carolina","3,034","34,264","34,677","34,855","265,661,098",591,0.83,0.72
"Orange County, North Carolina","3,994","36,197","36,563","36,407","439,095,100",928,0.6,0.49
"Pamlico County, North Carolina",267,"2,325","2,340","2,404","16,905,028",552,0.87,0.79
"Pasquotank County, North Carolina",930,"11,148","11,282","11,317","99,112,324",678,0.86,0.8
"Pender County, North Carolina","1,255","9,465","9,609","9,795","84,164,775",673,0.92,0.85
"Perquimans County, North Carolina",216,"1,486","1,508","1,509","12,403,037",636,0.8,0.79
"Person County, North Carolina",693,"7,940","7,868","7,922","87,261,594",849,0.96,0.97
"Pitt County, North Carolina","3,663","52,618","52,306","52,310","547,137,171",803,0.79,0.7
"Polk County, North Carolina",547,"3,933","3,917","3,921","30,972,656",607,0.95,0.91
"Randolph County, North Carolina","2,448","38,729","38,962","39,433","360,484,973",710,1.02,1
"Richmond County, North Carolina",817,"10,626","10,611","10,657","92,344,889",668,0.92,0.89
"Robeson County, North Carolina","1,874","31,558","31,557","31,428","258,843,298",632,0.93,0.88
"Rockingham County, North Carolina","1,580","21,187","21,295","21,388","185,788,273",671,1,0.97
"Rowan County, North Carolina","2,660","39,541","39,606","39,946","453,258,995",878,0.96,0.93
"Rutherford County, North Carolina","1,204","15,056","15,192","15,258","139,671,125",708,0.96,0.94
"Sampson County, North Carolina","1,085","14,332","14,356","14,407","136,873,504",733,0.92,0.89
"Scotland County, North Carolina",568,"9,767","9,843","9,744","86,904,639",683,0.95,0.92
"Stanly County, North Carolina","1,267","15,172","15,130","15,525","130,149,216",655,0.94,0.86
"Stokes County, North Carolina",646,"5,671","5,694","5,682","45,147,554",611,0.88,0.84
"Surry County, North Carolina","1,690","23,942","24,035","24,280","223,836,402",715,0.98,0.97
"Swain County, North Carolina",402,"3,236","3,236","3,418","23,955,359",559,0.4,0.3
"Transylvania County, North Carolina",876,"7,350","7,454","7,509","62,960,239",651,0.98,0.95
"Tyrrell County, North Carolina",75,524,512,490,"4,167,106",630,0.62,0.59
"Union County, North Carolina","5,524","54,426","54,402","54,870","610,012,494",860,1,0.98
"Vance County, North Carolina",793,"11,865","11,859","11,804","107,891,654",701,0.97,0.96
"Wake County, North Carolina","35,258","480,985","482,805","484,806","7,784,223,231","1,240",1.01,1.02
"Warren County, North Carolina",271,"1,790","1,826","1,835","12,716,462",538,0.71,0.61
"Washington County, North Carolina",213,"2,395","2,402","2,361","30,972,720",999,0.88,0.96
"Watauga County, North Carolina","1,644","18,003","18,183","18,142","148,905,936",633,0.91,0.81
"Wayne County, North Carolina","2,205","32,650","32,799","32,921","307,030,803",720,0.92,0.89
"Wilkes County, North Carolina","1,229","17,734","17,651","17,627","161,953,740",705,0.98,0.97
"Wilson County, North Carolina","1,833","31,060","31,233","31,249","386,466,636",953,1.02,1.03
"Yadkin County, North Carolina",615,"8,346","8,342","8,453","73,028,447",670,0.99,0.97
"Yancey County, North Carolina",330,"3,551","3,559","3,589","31,316,097",675,0.94,0.88
"Unknown Or Undefined, North Carolina","20,294","126,574","128,142","129,290","3,139,097,029","1,886",1.15,1.14
"Adams County, North Dakota",110,792,793,786,"8,737,008",850,1.01,1.04
"Barnes County, North Dakota",371,"3,459","3,489","3,447","33,300,874",739,0.91,0.88
"Benson County, North Dakota",88,453,451,457,"5,441,585",923,0.27,0.33
"Billings County, North Dakota",44,180,192,184,"2,301,380",955,0.68,0.69
"Bottineau County, North Dakota",256,"1,726","1,698","1,738","18,631,112",833,0.87,0.87
"Bowman County, North Dakota",166,"1,275","1,319","1,350","15,571,851",911,0.98,1.01
"Burke County, North Dakota",90,420,422,440,"5,600,575","1,008",0.73,0.69
"Burleigh County, North Dakota","3,688","43,671","43,599","43,714","568,413,886","1,001",0.93,0.91
"Cass County, North Dakota","7,251","104,492","104,765","104,739","1,333,614,161",980,1.04,1.03
"Cavalier County, North Dakota",144,"1,038","1,022","1,050","10,549,104",783,0.94,0.94
"Dickey County, North Dakota",228,"1,428","1,425","1,432","13,605,284",733,0.96,0.98
"Divide County, North Dakota",110,605,590,581,"7,742,654","1,006",0.9,0.89
"Dunn County, North Dakota",177,"1,666","1,706","1,737","36,701,545","1,658",0.98,1.05
"Eddy County, North Dakota",82,510,496,539,"4,037,954",603,0.85,0.86
"Emmons County, North Dakota",134,638,625,626,"5,477,747",669,0.82,0.82
"Foster County, North Dakota",143,"1,313","1,313","1,305","14,946,678",877,1,1
"Golden Valley County, North Dakota",76,442,443,443,"3,995,183",694,0.85,0.87
"Grand Forks County, North Dakota","2,144","31,373","31,111","31,580","331,221,025",813,0.93,0.88
"Grant County, North Dakota",70,387,396,401,"3,459,328",674,0.86,0.88
"Griggs County, North Dakota",85,606,602,610,"5,820,868",739,0.89,0.94
"Hettinger County, North Dakota",111,477,464,462,"5,319,549",875,0.8,0.86
"Kidder County, North Dakota",89,457,449,450,"4,325,711",736,0.85,0.9
"LaMoure County, North Dakota",181,949,944,958,"8,904,239",721,0.85,0.84
"Logan County, North Dakota",78,480,474,474,"3,326,323",538,0.89,0.84
"McHenry County, North Dakota",157,835,844,893,"10,422,596",935,0.83,0.89
"McIntosh County, North Dakota",122,806,801,797,"7,393,046",710,0.93,0.96
"McKenzie County, North Dakota",759,"9,342","9,505","9,575","206,225,807","1,674",0.96,1.02
"McLean County, North Dakota",302,"2,444","2,423","2,404","41,393,396","1,314",0.87,0.96
"Mercer County, North Dakota",281,"3,533","3,477","3,562","72,626,349","1,585",1.02,1.09
"Morton County, North Dakota","1,003","9,402","9,337","9,353","107,907,898",886,0.99,1
"Mountrail County, North Dakota",490,"4,911","4,821","4,792","92,612,160","1,471",0.94,1.01
"Nelson County, North Dakota",131,679,683,690,"5,709,394",642,0.88,0.86
"Oliver County, North Dakota",45,551,557,577,"12,405,264","1,699",0.99,1.09
"Pembina County, North Dakota",333,"2,580","2,595","2,592","26,303,982",782,0.91,0.87
"Pierce County, North Dakota",171,"1,369","1,361","1,362","13,991,472",789,0.99,0.99
"Ramsey County, North Dakota",473,"4,153","4,121","4,160","40,683,152",755,0.88,0.84
"Ransom County, North Dakota",223,"1,529","1,508","1,501","14,448,678",735,0.88,0.89
"Renville County, North Dakota",109,489,519,493,"4,670,992",718,0.79,0.81
"Richland County, North Dakota",561,"5,761","5,772","5,746","62,886,579",840,0.88,0.9
"Rolette County, North Dakota",214,"1,485","1,485","1,530","11,243,312",577,0.41,0.3
"Sargent County, North Dakota",130,"3,231","3,233","3,240","43,369,535","1,031",1.08,1.1
"Sheridan County, North Dakota",35,119,112,113,"712,347",478,0.6,0.58
"Sioux County, North Dakota",38,127,123,132,"720,216",435,0.1,0.05
"Stark County, North Dakota","1,359","17,151","17,102","17,288","282,764,748","1,266",1.03,1.06
"Steele County, North Dakota",60,464,453,458,"5,962,927","1,001",0.93,0.99
"Stutsman County, North Dakota",769,"8,823","8,809","8,771","97,720,959",854,0.95,0.95
"Towner County, North Dakota",84,564,557,581,"6,225,452",844,0.94,0.96
"Traill County, North Dakota",336,"2,606","2,582","2,573","28,373,239",844,0.91,0.93
"Walsh County, North Dakota",460,"3,565","3,517","3,560","35,980,556",780,0.9,0.89
"Ward County, North Dakota","2,244","25,580","25,371","25,498","324,301,417",979,0.97,0.97
"Wells County, North Dakota",167,"1,098","1,085","1,118","10,507,663",735,0.94,0.96
"Williams County, North Dakota","1,930","26,385","26,436","26,232","554,869,319","1,620",1.07,1.1
"Adams County, Ohio",546,"4,257","4,258","4,289","41,478,432",748,0.87,0.87
"Allen County, Ohio","2,351","44,342","44,219","44,434","531,777,103",923,1.04,1.03
"Ashland County, Ohio","1,044","16,302","16,495","16,656","157,571,808",735,1.03,0.99
"Ashtabula County, Ohio","1,924","25,537","25,573","25,776","238,790,068",717,1,0.98
"Athens County, Ohio","1,108","12,854","13,060","13,026","108,454,935",643,0.73,0.57
"Auglaize County, Ohio",968,"19,684","19,578","19,760","219,826,135",859,1.06,1.05
"Belmont County, Ohio","1,519","18,505","18,260","18,633","195,385,877",814,0.98,0.97
"Brown County, Ohio",591,"5,614","5,574","5,593","43,267,779",595,0.84,0.77
"Butler County, Ohio","7,738","136,215","136,789","137,612","1,803,398,266","1,014",1.04,1.03
"Carroll County, Ohio",474,"5,087","5,053","5,104","51,936,561",786,0.98,0.99
"Champaign County, Ohio",596,"8,681","8,720","8,747","96,835,100",855,0.96,0.96
"Clark County, Ohio","2,341","40,708","40,948","40,888","426,692,169",804,1.01,0.99
"Clermont County, Ohio","3,952","51,218","50,960","51,362","574,808,769",864,1.03,1
"Clinton County, Ohio",754,"15,588","15,515","15,561","204,746,961","1,013",1.02,1.04
"Columbiana County, Ohio","1,959","24,400","24,303","24,585","226,307,552",713,0.98,0.95
"Coshocton County, Ohio",622,"8,591","8,533","8,644","91,489,804",819,1,1
"Crawford County, Ohio",794,"10,402","10,408","10,542","105,020,963",773,1.01,0.98
"Cuyahoga County, Ohio","34,954","624,501","624,912","625,375","9,589,559,329","1,180",1.02,1.02
"Darke County, Ohio","1,109","15,994","15,894","15,827","161,896,858",783,1.03,1.02
